Food_items,Breakfast,Lunch,Dinner,VegNovVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars
"DENNY'S, onion rings",1,0,0,0,385,22,5.29,0.74,22,780,150,41.05,2.4,0,4.76
"Ostrich, raw, oyster",1,0,1,0,125,3.7,21.55,3.86,6,83,297,0,0,0,0
"Oil, corn and canola",1,0,0,0,884,100,0,0,0,0,0,0,0,0,0
"Pumpkin flowers, raw",0,1,1,0,15,0.1,1.03,0.7,39,5,173,3.28,0,0,0
"Celery flakes, dried",1,0,0,0,319,2.1,11.3,7.83,587,1435,4388,63.7,27.8,0,35.9
"Crackers, egg, matzo",0,1,1,0,391,2.1,12.3,2.7,40,21,150,78.6,2.8,0,0
"Loganberries, frozen",1,0,0,0,55,0.3,1.52,0.64,26,1,145,13.02,5.3,0,7.7
"Tangerine juice, raw",0,1,1,0,43,0.2,0.5,0.2,18,1,178,10.1,0.2,0,9.9
"Soybeans, raw, green",1,0,0,0,147,6.8,12.95,3.55,197,15,620,11.05,4.2,0,0
"Soybean, curd cheese",0,1,1,0,151,8.1,12.5,5.6,188,20,199,6.9,0,0,1.6
"Game meat, raw, bear",0,1,1,1,161,8.3,20.1,6.65,3,0,0,0,0,0,0
"Game meat, raw, deer",0,0,1,1,120,2.4,22.96,3.4,5,51,318,0,0,0,0
"Oranges, navels, raw",0,0,1,0,49,0.2,0.91,0.13,43,1,166,12.54,2.2,0,8.5
"Tostada shells, corn",0,0,1,0,474,23,6.15,1.53,76,657,237,64.43,5.8,0,0
"Fish, raw, swordfish",0,1,1,0,144,6.7,19.66,0.38,5,81,418,0,0,558,0
"Taro, raw, tahitian",0,1,1,1,44,1,2.79,1.3,129,50,606,6.91,0,0,0
"Chicory greens, raw",0,1,1,0,23,0.3,1.7,0.9,100,45,420,4.7,4,0,0.7
"Hearts of palm, raw",0,1,1,1,115,0.2,2.7,1.69,18,14,1806,25.61,1.5,0,17.16
"Chayote, raw, fruit",0,1,1,0,19,0.1,0.82,0.34,17,2,125,4.51,1.7,0,1.66
"Fish, smoked, cisco",0,1,1,0,177,12,16.36,0.49,26,481,293,0,0,530,0
"Frankfurter, turkey",1,0,1,0,223,17,12.23,1.47,148,911,392,3.81,0,23,1.21
"Candies, jellybeans",1,0,1,0,375,0.1,0,0.13,3,50,37,93.55,0.2,0,70
"Oil, ucuhuba butter",1,1,1,0,884,100,0,0,0,0,0,0,0,0,0
Soy protein isolate,1,1,1,0,335,3.4,88.32,14.5,178,1005,81,0,0,0,0
"Syrups, light, corn",1,0,0,0,283,0.2,0,0,13,62,1,76.79,0,0,76.77
"Fish, raw, milkfish",0,1,1,0,148,6.7,20.53,0.32,51,72,292,0,0,0,0
"Fish, raw, monkfish",1,1,1,0,76,1.5,14.48,0.32,8,18,400,0,0,0,0
"Mother's loaf, pork",1,1,1,0,282,22,12.07,1.32,43,1127,225,7.53,0,40,0
"Tapioca, dry, pearl",1,0,0,0,358,0,0.19,1.58,20,1,11,88.69,0.9,0,3.35
"Guavas, raw, common",0,1,1,0,68,1,2.55,0.26,18,2,417,14.32,5.4,0,8.92
"Spices, celery seed",1,1,1,0,392,25,18.07,44.9,1767,160,1400,41.35,11.8,0,0.67
"Candies, peanut bar",1,0,0,0,522,34,15.5,0.97,78,156,407,47.4,4.1,0,42.22
"Bread, toasted, rye",0,1,1,0,284,3.6,9.4,3.1,80,664,183,53.1,6.4,0,4.23
"Oil, apricot kernel",1,0,0,0,884,100,0,0,0,0,0,0,0,0,0
"Candies, YORK BITES",1,1,1,0,394,7.3,1.78,0.94,10,46,108,81.64,2,0,75
"Meatballs, meatless",1,0,0,1,197,9,21,2.16,25,550,180,8,4.6,0,1.25
"Emu, raw, full rump",1,1,0,0,112,1.6,22.83,4.96,4,90,330,0,0,0,0
"Mustard greens, raw",1,1,1,0,27,0.4,2.86,1.64,115,20,384,4.67,3.2,0,1.32
"Seaweed, raw, laver",0,1,1,0,35,0.3,5.81,1.8,70,48,356,5.11,0.3,0,0.49
"Sweet rolls, cheese",1,0,0,0,360,18,7.1,0.76,118,357,137,43.7,1.2,0,0
"Figs, stewed, dried",1,1,1,0,107,0.4,1.42,0.88,70,4,294,27.57,4.2,0,23.35
"Bread sticks, plain",1,0,0,0,412,9.5,12,4.28,22,713,124,68.4,3,0,1.26
"SILK Mocha, soymilk",1,0,0,0,58,1.4,2.06,0.44,123,41,123,9.05,0,0,7.41
Milk and cereal bar,1,0,0,0,413,11,6.47,5.99,410,319,254,72.05,0.4,68,45.97
"Bread, pumpernickel",0,1,1,0,250,3.1,8.7,2.87,68,596,208,47.5,6.5,0,0.53
"Game meat, raw, elk",0,1,1,1,111,1.5,22.95,2.76,4,58,312,0,0,0,0
"PACE, Pico De Gallo",1,0,0,0,31,0,0,0,0,469,0,9.38,0,0,6.25
"Ostrich, raw, round",0,1,1,0,116,2.4,21.99,3.54,5,72,315,0,0,0,0
"HORMEL, Cure 81 Ham",0,1,1,0,106,3.6,18.43,0.8,4,1038,319,0.21,0,0,0
"Prune juice, canned",0,1,1,0,71,0,0.61,1.18,12,4,276,17.45,1,0,16.45
"McDONALD'S, BIG MAC",1,0,0,0,257,15,11.82,2,116,460,181,20.08,1.6,0,3.97
"Soy flour, defatted",1,0,0,0,327,1.2,51.46,9.24,241,20,2384,33.92,17.5,0,16.42
"Bread, toasted, egg",1,0,0,0,315,6.6,10.5,3.34,102,417,126,52.6,2.5,21,1.94
"Fish, raw, mahimahi",1,1,0,0,85,0.7,18.5,1.13,15,88,416,0,0,0,0
"Fish, raw, bluefish",0,1,1,1,124,4.2,20.04,0.48,7,60,372,0,0,0,0
"Spices, fennel seed",0,1,1,1,345,15,15.8,18.54,1196,88,1694,52.29,39.8,0,0
"Potatoes, skin, raw",0,0,1,1,58,0.1,2.57,3.24,30,10,413,12.44,2.5,0,0
"Pepper, raw, banana",0,1,1,1,27,0.5,1.66,0.46,14,13,256,5.35,3.4,0,1.95
"Drumstick pods, raw",0,1,1,0,37,0.2,2.1,0.36,30,42,461,8.53,3.2,0,0
"Toppings, pineapple",0,0,1,1,253,0.1,0.1,0.12,6,42,43,66.4,0.4,0,21.01
Acorn stew (Apache),0,0,1,1,95,3.5,6.81,1,14,130,110,9.22,0.7,0,0.34
"Tomatoes, sun-dried",0,1,1,0,258,3,14.11,9.09,110,107,3427,55.76,12.3,0,37.59
"Guava sauce, cooked",0,0,1,1,36,0.1,0.32,0.18,7,4,225,9.48,3.6,0,5.88
"Pumpkin leaves, raw",0,0,1,1,19,0.4,3.15,2.22,39,11,436,2.33,0,0,0
"Melons, raw, casaba",1,1,1,0,28,0.1,1.11,0.34,11,9,182,6.58,0.9,0,5.69
"Melon balls, frozen",0,1,1,1,33,0.3,0.84,0.29,10,31,280,7.94,0.7,0,0
"Fish oil, cod liver",0,1,1,1,902,100,0,0,0,0,0,0,0,10000,0
"Nuts, dried, acorns",0,1,1,1,509,31,8.1,1.04,54,0,709,53.66,0,0,0
"Rolls, pumpernickel",1,0,0,1,276,2.8,10.8,2.78,67,492,208,51.87,5.4,0,0.4
"Gravy, dry, chicken",1,0,0,0,381,9.7,11.27,1.33,146,4152,404,62.09,0,0,0
"Fish, raw, tilefish",1,0,1,0,96,2.3,17.5,0.25,26,53,433,0,0,0,0
"Ice creams, vanilla",0,0,1,0,207,11,3.5,0.09,128,80,199,23.6,0.7,8,21.22
"SILK Plain, soymilk",0,0,1,0,41,1.7,2.88,0.44,123,49,123,3.29,0.4,49,2.47
"Cabbage, raw, savoy",0,0,1,0,27,0.1,2,0.4,35,28,230,6.1,3.1,0,2.27
"Fish, raw, tilapia",0,0,1,0,96,1.7,20.08,0.56,10,52,302,0,0,124,0
"Broccoli raab, raw",1,0,0,0,22,0.5,3.17,2.14,108,33,196,2.85,2.7,0,0.38
"Corn grain, yellow",0,0,1,0,365,4.7,9.42,2.71,7,35,287,74.26,7.3,0,0.64
"Turtle, raw, green",0,1,1,,89,0.5,19.8,1.4,118,68,230,0,0,0,0
"Chicory roots, raw",1,0,0,0,72,0.2,1.4,0.8,41,50,290,17.51,1.5,0,8.73
Ice cream sandwich,1,0,0,0,237,8.6,4.29,0.26,86,129,115,37.14,0,0,18.57
"Croutons, seasoned",0,1,1,0,465,18,10.8,2.82,96,1089,181,63.5,5,0,4.41
"Snacks, taro chips",1,0,0,0,498,25,2.3,1.2,60,342,755,68.1,7.2,0,3.82
"Prickly pears, raw",0,1,1,0,41,0.5,0.73,0.3,56,5,220,9.57,3.6,0,0
"Fish, raw, haddock",0,1,1,0,74,0.5,16.32,0.17,11,213,286,0,0,18,0
"Liver cheese, pork",0,1,1,0,304,26,15.2,10.83,8,1225,226,2.1,0,0,0
"Ground turkey, raw",1,0,0,0,148,7.7,19.66,1.09,19,58,237,0,0,14,0
Jams and preserves,1,0,0,0,278,0.1,0.37,0.49,20,32,77,68.86,1.1,0,48.5
"Carrots, raw, baby",1,1,1,0,35,0.1,0.64,0.89,32,78,237,8.24,2.9,0,4.76
"Oil, nutmeg butter",0,0,1,0,884,100,0,0,0,0,0,0,0,0,0
"Semolina, enriched",1,0,0,0,360,1.1,12.68,4.36,17,1,186,72.83,3.9,0,0
"Spices, anise seed",1,0,1,0,337,16,17.6,36.96,646,16,1441,50.02,14.6,0,0
"Snacks, corn cakes",1,0,0,0,387,2.4,8.1,1.4,19,488,157,83.4,1.9,0,23.47
"Catsup, low sodium",0,1,1,0,101,0.1,1.04,0.35,15,20,281,27.4,0.3,0,21.27
"Croissants, cheese",1,0,0,0,414,21,9.2,2.15,53,361,132,47,2.6,0,11.35
"Milk, fluid, sheep",0,1,1,0,108,7,5.98,0.1,193,44,137,5.36,0,0,0
"Acerola juice, raw",1,0,0,0,23,0.3,0.4,0.5,10,3,97,4.8,0.3,0,4.5
"Jute, raw, potherb",0,1,1,0,34,0.3,4.65,4.76,208,8,559,5.8,0,0,0
"Fast food, biscuit",1,0,0,0,370,19,7.08,2.76,70,979,131,42.82,2.5,0,3.88
"Bagels, multigrain",0,1,1,0,241,1.2,9.9,2.23,124,359,204,47.47,6.2,0,8.66
"Beef, dried, cured",0,1,1,1,153,1.9,31.1,2.42,8,2790,235,2.76,0,1,2.7
"Nuts, almond paste",0,0,1,1,458,28,9,1.6,172,9,314,47.81,4.8,0,36.25
"Seaweed, raw, kelp",0,0,1,0,43,0.6,1.68,2.85,168,233,89,9.57,1.3,0,0.6
"Seaweed, raw, agar",0,0,1,0,26,0,0.54,1.86,54,9,226,6.75,0.5,0,0.28
"Fish oil, menhaden",0,1,1,0,902,100,0,0,0,0,0,0,0,0,0
"Rolls, egg, dinner",0,1,1,1,307,6.4,9.5,3.52,59,566,104,52,3.7,0,4.3
"Bread, white wheat",0,1,1,0,238,2.2,10.66,4.89,684,478,127,43.91,9.2,0,5
"Onions, raw, sweet",0,1,1,1,32,0.1,0.8,0.26,20,8,119,7.55,0.9,0,5.02
"Onions, raw, welsh",0,1,1,0,34,0.4,1.9,1.22,18,17,212,6.5,2.4,0,2.18
"SILK Chai, soymilk",0,1,1,0,53,1.4,2.47,0.44,123,41,123,7.82,0,33,5.76
"Rolls, rye, dinner",1,0,1,0,286,3.4,10.3,2.7,30,650,180,53.1,4.9,0,1.17
"Gravy, dry, au jus",1,0,1,0,313,9.6,9.2,9.3,140,11588,279,47.49,0,0,0
"Cheese, neufchatel",1,1,1,0,253,23,9.15,0.13,117,334,152,3.59,0,0,3.19
"Hummus, commercial",1,1,1,0,166,9.6,7.9,2.44,38,379,228,14.29,6,0,0
"Croissants, butter",1,0,0,0,406,21,8.2,2.03,37,467,118,45.8,2.6,0,11.26
"Carrot, dehydrated",0,1,1,0,341,1.5,8.1,3.93,212,275,2540,79.57,23.6,0,38.82
"Vinegar, distilled",1,1,1,0,18,0,0,0.03,6,2,2,0.04,0,0,0.04
"Sapote, raw, mamey",1,1,1,0,124,0.5,1.45,0.78,18,7,454,32.1,5.4,0,20.14
"Soy flour, low-fat",1,0,0,0,372,8.9,49.81,8.2,285,9,2090,30.63,16,0,9.33
"Syrups, sugar free",0,1,1,0,52,0,0.8,0,0,210,0,12.13,0.7,0,0.01
"Syrups, dark, corn",1,1,1,0,286,0,0,0.37,18,155,44,77.59,0,0,77.59
"Taco shells, baked",1,0,0,0,476,22,6.41,1.64,100,324,231,63.49,6.7,0,1.5
"Spices, cumin seed",0,1,1,0,375,22,17.81,66.36,931,168,1788,44.24,10.5,0,2.25
"Bamboo shoots, raw",1,0,0,0,27,0.3,2.6,0.5,13,4,533,5.2,2.2,0,3
"Fish, raw, lingcod",1,1,1,0,85,1.1,17.66,0.32,14,59,437,0,0,0,0
"Whey, dried, sweet",1,0,0,1,353,1.1,12.93,0.88,796,1079,2080,74.46,0,0,74.46
"Whey, fluid, sweet",1,1,0,0,27,0.4,0.85,0.06,47,54,161,5.14,0,0,5.14
"Spices, poppy seed",1,1,1,0,525,42,17.99,9.76,1438,26,719,28.13,19.5,0,2.99
"Babyfood, pretzels",0,1,1,0,397,2,10.8,3.77,25,269,137,82.2,2.3,0,3.08
"Fat, mutton tallow",1,0,0,0,902,100,0,0,0,0,0,0,0,28,0
"Coffeecake, cheese",1,1,1,0,339,15,7,0.64,59,339,289,44.3,1,0,0
"Sauce, horseradish",1,0,0,0,503,51,1.09,0.23,12,730,44,10.05,1,10,8.98
"Yardlong bean, raw",1,0,0,0,47,0.4,2.8,0.47,50,4,240,8.35,0,0,0
"Cress, raw, garden",1,0,0,0,32,0.7,2.6,1.3,81,14,606,5.5,1.1,0,4.4
"Dates, deglet noor",0,1,1,0,282,0.4,2.45,1.02,39,2,656,75.03,8,0,63.35
"Lambsquarters, raw",0,1,1,1,43,0.8,4.2,1.2,309,43,452,7.3,4,0,0
"Gravy, dry, turkey",1,0,0,0,367,7.2,10.42,3.29,146,4392,428,65.12,0,0,0
Vital wheat gluten,0,1,1,0,370,1.9,75.16,5.2,142,29,100,13.79,0.6,0,0
"Turnip greens, raw",0,1,1,0,32,0.3,1.5,1.1,190,40,296,7.13,3.2,0,0.81
"Sugars, granulated",0,1,1,0,387,0,0,0.05,1,1,2,99.98,0,0,99.8
"Frankfurter, pork",1,0,0,0,269,24,12.81,3.7,267,816,264,0.28,0.1,0,0
"Pomegranates, raw",1,0,0,0,83,1.2,1.67,0.3,10,3,236,18.7,4,0,13.67
"Pears, raw, asian",1,0,0,0,42,0.2,0.5,0,4,0,121,10.65,3.6,0,7.05
"Cookies, molasses",1,1,0,0,430,13,5.6,6.43,74,459,346,73.8,1,0,17.6
"Cookies, fig bars",0,1,1,1,348,7.3,3.7,2.9,64,350,207,70.9,4.6,0,46.36
Liverwurst spread,0,1,1,1,305,25,12.38,8.85,22,700,170,5.89,2.5,0,1.65
Roast beef spread,0,0,1,1,223,16,15.27,2.06,23,724,259,3.73,0.2,0,0.71
"Chard, raw, swiss",0,1,1,1,19,0.2,1.8,1.8,51,213,379,3.74,1.6,0,1.1
"Goose, raw, liver",0,1,1,0,133,4.3,16.37,30.53,43,140,230,6.32,0,0,0
"TACO BELL, Nachos",0,0,1,1,350,22,4.32,0.75,63,313,362,34.91,3.2,0,2.17
"Sausage, meatless",0,0,1,1,255,18,20.28,3.72,63,888,231,8.09,2.8,0,0
"Frankfurter, meat",0,1,1,0,290,26,10.26,1.09,99,1090,152,4.17,0,0,0
"Rice flour, brown",0,0,1,1,363,2.8,7.23,1.98,11,8,289,76.48,4.6,0,0.66
"Peppermint, fresh",0,0,1,1,70,0.9,3.75,5.08,243,31,569,14.89,8,0,0
"Vinegar, red wine",1,1,1,0,19,0,0.04,0.45,6,8,39,0.27,0,0,0
"Vinegar, balsamic",0,1,1,1,88,0,0.49,0.72,27,23,112,17.03,0,0,14.95
"Luxury loaf, pork",0,1,1,1,141,4.8,18.4,1.05,36,1225,377,4.9,0,28,0
"Rye flour, medium",0,1,1,1,349,1.5,10.88,2.54,24,2,374,75.43,11.8,0,1.1
"DENNY'S, coleslaw",1,0,0,1,183,15,0.97,0.34,32,376,141,10.88,1.3,0,8.16
"Bread, wheat bran",1,0,0,0,248,3.4,8.8,3.07,74,486,227,47.8,4,0,9.68
"Croissants, apple",1,0,1,0,254,8.7,7.4,1.1,30,274,90,37.1,2.5,0,0
"Candies, Tamarind",0,0,1,0,368,0,0,0,0,1643,309,91.96,2.5,0,78.57
"Oheloberries, raw",0,0,1,0,28,0.2,0.38,0.09,7,1,38,6.84,0,0,0
"PACE, Salsa Verde",0,0,1,0,47,1.6,0,0,0,719,203,6.25,0,0,6.25
Barley malt flour,0,0,1,0,361,1.8,10.28,4.71,37,11,224,78.3,7.1,0,0.8
"Rice noodles, dry",1,0,0,0,364,0.6,5.95,0.7,18,182,30,80.18,1.6,0,0.12
"Fish oil, sardine",0,0,1,0,902,100,0,0,0,0,0,0,0,332,0
"Fish oil, herring",0,1,1,,902,100,0,0,0,0,0,0,0,0,0
"Plantains, cooked",1,0,0,0,116,0.2,0.79,0.58,2,5,465,31.15,2.3,0,14
"Burdock root, raw",1,0,0,0,72,0.2,1.53,0.8,41,5,308,17.34,3.3,0,2.9
"Butterbur, canned",0,1,1,0,3,0.1,0.11,0.63,34,4,12,0.38,0,0,0
"Ostrich, raw, fan",1,0,0,0,117,2.7,21.81,4.38,6,75,308,0,0,0,0
"SILK Nog, soymilk",0,1,1,0,74,1.6,2.46,0.3,16,61,123,12.3,0,0,9.84
"Gravy, dry, brown",0,1,1,0,367,9.6,10.74,1.72,132,4843,262,59.38,2,0,0
"Cheese, provolone",0,1,1,0,351,27,25.58,0.52,756,876,138,2.14,0,20,0.56
"Cheese, roquefort",1,0,0,0,369,31,21.54,0.56,662,1809,91,2,0,0,0
"Muffins, oat bran",1,0,0,0,270,7.4,7,4.2,63,393,507,48.3,4.6,0,8.22
"Syrups, grenadine",1,1,1,0,268,0,0,0.05,6,27,28,66.91,0,0,46.55
"Raisins, seedless",0,0,1,0,299,0.5,3.07,1.88,50,11,749,79.18,3.7,0,59.19
"Strawberries, raw",1,0,0,0,32,0.3,0.67,0.41,16,1,153,7.68,2,0,4.89
"Fish, raw, burbot",1,0,1,0,90,0.8,19.31,0.9,50,97,404,0,0,0,0
"Wheat germ, crude",1,0,0,0,360,9.7,23.15,6.26,39,12,892,51.8,13.2,0,0
"Wheat, hard white",0,1,1,0,342,1.7,11.31,4.56,32,2,432,75.9,12.2,0,0.41
"Wheat bran, crude",1,0,0,0,216,4.3,15.55,10.57,73,2,1182,64.51,42.8,0,0.41
"Gooseberries, raw",0,1,1,0,44,0.6,0.88,0.31,25,1,198,10.18,4.3,0,0
"Spices, dill seed",1,0,0,0,305,15,15.98,16.33,1516,20,1186,55.17,21.1,0,0
"Oil, cocoa butter",0,1,1,0,884,100,0,0,0,0,0,0,0,0,0
"APPLEBEE'S, chili",1,0,0,0,157,9.8,12.56,1.46,34,381,320,4.57,1.4,0,2.27
"Grape leaves, raw",0,1,1,0,93,2.1,5.6,2.63,363,9,272,17.31,11,0,6.3
"Kale, raw, scotch",0,1,1,1,42,0.6,2.8,3,205,70,450,8.32,1.7,0,0
"Marmalade, orange",0,0,1,1,246,0,0.3,0.15,38,56,37,66.3,0.7,0,60
"Whey, dried, acid",0,0,1,0,339,0.5,11.73,1.24,2054,968,2289,73.45,0,0,73.45
"Whey, fluid, acid",0,0,1,0,24,0.1,0.76,0.08,103,48,143,5.12,0,0,5.12
"Eggplant, pickled",0,1,1,0,49,0.7,0.9,0.77,25,1674,12,9.77,2.5,0,4.8
"Babyfood, cookies",0,1,1,1,433,13,11.8,4.18,101,300,501,67.1,0.2,0,24.2
"Fennel, raw, bulb",0,1,1,0,31,0.2,1.24,0.73,49,52,414,7.3,3.1,0,3.93
"Egg, dried, whole",0,1,1,1,592,44,48.05,7.2,244,476,540,1.13,0,331,0.56
"Coffeecake, fruit",0,1,1,0,311,10,5.2,2.43,45,385,90,51.5,2.5,0,0
"Candies, caramels",0,1,1,0,382,8.1,4.6,0.14,138,245,214,77,0,0,65.5
"Sour cream, light",1,0,1,0,136,11,3.5,0.07,141,83,212,7.1,0,8,0.22
"Egg, dried, white",1,0,1,0,382,0,81.1,0.15,62,1280,1125,7.8,0,0,5.4
"Wild rice, cooked",1,1,1,0,101,0.3,3.99,0.6,3,3,101,21.34,1.8,0,0.73
"Chicken, meatless",1,1,1,0,224,13,23.64,3.27,35,709,54,3.64,3.6,0,0
"Corn grain, white",1,0,0,0,365,4.7,9.42,2.71,7,35,287,74.26,0,0,0
"Veal, raw, ground",0,1,1,0,197,13,18.58,1.37,12,103,198,0,0,51,0
"Wheat, soft white",1,1,1,0,340,2,10.69,5.37,34,2,435,75.36,12.7,0,0.41
"Elderberries, raw",1,1,1,0,73,0.5,0.66,1.6,38,6,280,18.4,7,0,0
"Nuts, raw, acorns",1,0,0,0,387,24,6.15,0.79,41,0,539,40.75,0,0,0
"Orange juice, raw",0,1,1,0,45,0.2,0.7,0.2,11,1,200,10.4,0.2,0,8.4
"POPEYES, Coleslaw",1,1,1,0,161,11,0.98,0.23,31,218,118,14.12,1.7,0,10.83
"Cabbage, raw, red",1,0,0,0,31,0.2,1.43,0.8,45,27,243,7.37,2.1,0,3.83
"Blackberries, raw",0,1,1,0,43,0.5,1.39,0.62,29,1,162,9.61,5.3,0,4.88
"Wasabi, raw, root",1,0,0,0,109,0.6,4.8,1.03,128,17,568,23.54,7.8,0,0
"Cheese, limburger",1,1,1,0,327,27,20.05,0.13,497,800,128,0.49,0,20,0.49
"Raspberries, raw",1,0,0,1,52,0.7,1.2,0.69,25,1,151,11.94,6.5,0,4.42
"Corn bran, crude",1,1,0,0,224,0.9,8.36,2.79,42,7,44,85.64,79,0,0
"Bread, rice bran",1,1,1,0,243,4.6,8.9,3.61,69,269,215,43.5,4.9,0,4.67
"Taro shoots, raw",0,1,1,0,11,0.1,0.92,0.6,12,1,332,2.32,0,0,0
"Sugars, powdered",1,0,0,0,389,0,0,0.06,1,2,2,99.77,0,0,97.81
"Emu, raw, ground",1,1,1,0,134,4,22.77,4.02,7,56,320,0,0,0,0
"Cookies, fortune",1,0,0,0,378,2.7,4.2,1.44,12,31,41,84,1.6,0,45.42
"Fish, raw, cisco",1,0,0,0,98,1.9,18.99,0.4,12,55,354,0,0,0,0
"Couscous, cooked",1,0,0,0,112,0.2,3.79,0.38,8,5,58,23.22,1.4,0,0.1
"Dill weed, fresh",0,1,1,0,43,1.1,3.46,6.59,208,61,738,7.02,2.1,0,0
"Spearmint, dried",0,1,1,1,285,6,19.93,87.47,1488,344,1924,52.04,29.8,0,0
"Spearmint, fresh",1,0,0,0,44,0.7,3.29,11.87,199,30,458,8.41,6.8,0,0
Tamales (Navajo),0,1,1,0,153,6.1,6.28,1.22,29,427,131,18.12,3.1,0,0.99
"Rice bran, crude",0,1,1,0,316,21,13.35,18.54,57,5,1485,49.69,21,0,0.9
"Rye flour, light",0,1,1,0,357,1.3,9.82,0.91,13,2,224,76.68,8,0,0.93
"Spices, bay leaf",1,0,0,0,313,8.4,7.61,43,834,23,529,74.97,26.3,0,0
"Spices, cardamom",1,0,0,0,311,6.7,10.76,13.97,383,18,1119,68.47,28,0,0
"Lemon juice, raw",1,0,0,0,22,0.2,0.35,0.08,6,1,103,6.9,0.3,0,2.52
"Ginger root, raw",1,1,0,0,80,0.8,1.82,0.6,16,13,415,17.77,2,0,1.7
"Fish oil, salmon",0,1,1,1,902,100,0,0,0,0,0,0,0,0,0
"Fish, tuna salad",0,1,1,1,187,9.3,16.04,1,17,402,178,9.41,0,0,0
"Orange peel, raw",0,0,1,1,97,0.2,1.5,0.8,161,3,212,25,10.6,0,0
"Blueberries, raw",0,1,1,1,57,0.3,0.74,0.28,6,1,77,14.49,2.4,0,9.96
"Cheese, muenster",0,1,1,0,368,30,23.41,0.41,717,628,134,1.12,0,22,1.12
"Beet greens, raw",0,0,1,1,22,0.1,2.2,2.57,117,226,762,4.33,3.7,0,0.5
"Cheese, cheshire",0,0,1,1,387,31,23.37,0.21,643,700,95,4.78,0,0,0
"Bagels, oat bran",0,1,1,0,255,1.2,10.7,3.08,12,590,115,53.3,3.6,0,1.63
"Fat, beef tallow",0,0,1,1,902,100,0,0,0,0,0,0,0,28,0
"Clementines, raw",0,0,1,1,47,0.2,0.85,0.14,30,1,177,12.02,1.7,0,9.18
"Peas, raw, green",1,1,1,0,81,0.4,5.42,1.47,25,5,244,14.45,5.7,0,5.67
"Oat bran, cooked",0,1,1,1,40,0.9,3.21,0.88,10,1,92,11.44,2.6,0,0
"Pears, bosc, raw",0,1,1,1,67,0.1,0.36,0.15,10,1,122,16.1,3.1,0,10.23
"Sugar, turbinado",0,1,1,1,399,0,0,0,0,0,0,99.8,0,0,99.19
"Headcheese, pork",1,0,0,1,157,11,13.83,1.5,16,941,31,0,0,37,0
Ham salad spread,1,0,0,0,216,16,8.68,0.59,8,1075,150,10.64,0,26,0
"Olive loaf, pork",1,0,1,0,235,17,11.8,0.54,109,964,297,9.2,0,44,0
"Pastrami, turkey",0,0,1,0,139,6.2,16.3,4.2,11,1123,345,3.34,0.1,10,3.34
"Cranberries, raw",0,0,1,0,46,0.1,0.46,0.23,8,2,80,11.97,3.6,0,4.27
"POPEYES, biscuit",0,0,1,0,401,24,6,2.51,108,745,173,40.95,3.8,0,3.46
"Egg, dried, yolk",0,0,1,0,669,59,33.63,9.56,289,149,264,0.66,0,417,0.23
"Quinoa, uncooked",1,0,0,0,368,6.1,14.12,4.57,47,5,563,64.16,7,0,0
"Emu, raw, oyster",0,0,1,0,141,4.9,22.81,5.5,4,150,250,0,0,0,0
"Rose-apples, raw",0,1,1,,25,0.3,0.6,0.07,29,0,123,5.7,0,0,0
"Cheese, monterey",1,0,0,0,373,30,24.48,0.72,746,600,81,0.68,0,22,0.5
"Fish, raw, scup",1,0,0,0,105,2.7,18.88,0.53,40,42,287,0,0,47,0
"Cheese, cheddar",0,1,1,0,404,33,22.87,0.14,710,653,76,3.09,0,24,0.48
"Cheese, caraway",1,0,0,0,376,29,25.18,0.64,673,690,93,3.06,0,0,0
"Oil, wheat germ",0,1,1,0,884,100,0,0,0,0,0,0,0,0,0
"Bread, oat bran",0,1,1,0,236,4.4,10.4,3.12,65,353,147,39.8,4.5,0,7.7
"Watermelon, raw",0,1,1,0,30,0.2,0.61,0.24,7,1,112,7.55,0.4,0,6.2
Potato pancakes,1,0,0,0,268,15,6.08,1.67,32,764,622,27.81,3.3,11,1.79
Spinach souffle,1,0,0,0,172,13,7.89,1.19,165,566,231,5.9,0.7,31,1.85
"Bacon, meatless",1,1,1,0,309,30,11.69,2.41,23,1465,170,5.31,2.6,0,0
"Rosemary, fresh",0,0,1,0,131,5.9,3.31,6.65,317,26,668,20.7,14.1,0,0
"Syrups, sorghum",1,0,0,0,290,0,0,3.8,150,8,1000,74.9,0,0,74.9
"Rye flour, dark",1,0,1,0,325,2.2,15.91,4.97,37,2,717,68.63,23.8,0,2.31
"Oil, tomatoseed",1,0,0,0,884,100,0,0,0,0,0,0,0,0,0
"Croutons, plain",0,1,1,0,407,6.6,11.9,4.08,76,698,124,73.5,5.1,0,0
"Lemon peel, raw",1,0,0,0,47,0.3,1.5,0.8,134,6,160,16,10.6,0,4.17
"Spices, paprika",0,1,1,0,282,13,14.14,21.14,229,68,2280,53.99,34.9,0,10.34
"Nectarines, raw",1,0,0,0,44,0.3,1.06,0.28,6,0,201,10.55,1.7,0,7.89
"Mulberries, raw",0,1,1,0,43,0.4,1.44,1.85,39,10,194,9.8,1.7,0,8.1
"Lotus root, raw",1,0,0,0,74,0.1,2.6,1.16,45,40,556,17.23,4.9,0,0
"Sauce, barbecue",0,1,1,0,172,0.6,0.82,0.64,33,1027,232,40.77,0.9,0,33.24
